PC1	PC2	country	cluster	cluster_name
-4.158574891	0.665141375	Afghanistan	1	Low stability and weak governance
-4.222071312	0.738835836	Afghanistan	1	Low stability and weak governance
-4.427431117	0.556199948	Afghanistan	1	Low stability and weak governance
-4.587466155	0.246402218	Afghanistan	1	Low stability and weak governance
-4.579396739	0.235414698	Afghanistan	1	Low stability and weak governance
-4.537611516	0.263018601	Afghanistan	1	Low stability and weak governance
-4.162029962	0.137985066	Afghanistan	1	Low stability and weak governance
-4.162237758	0.160550745	Afghanistan	1	Low stability and weak governance
-3.986974567	0.148152965	Afghanistan	1	Low stability and weak governance
-4.001714995	0.179164074	Afghanistan	1	Low stability and weak governance
-4.12265413	0.273734038	Afghanistan	1	Low stability and weak governance
-4.075499895	0.510213229	Afghanistan	1	Low stability and weak governance
-4.061591676	0.519366336	Afghanistan	1	Low stability and weak governance
-4.024367618	0.502021544	Afghanistan	1	Low stability and weak governance
-4.216048645	0.535565634	Afghanistan	1	Low stability and weak governance
-4.434597669	-0.166048405	Afghanistan	1	Low stability and weak governance
-4.633445418	-0.405784549	Afghanistan	1	Low stability and weak governance
-4.702886217	-0.438278817	Afghanistan	1	Low stability and weak governance
-0.813435821	0.756979268	Albania	0	Medium stability and governance
-0.54451627	0.63682981	Albania	0	Medium stability and governance
-0.325115121	0.566429562	Albania	0	Medium stability and governance
-0.205214368	0.47725926	Albania	0	Medium stability and governance
-0.188125574	0.463035099	Albania	0	Medium stability and governance
-0.264209417	0.467358948	Albania	0	Medium stability and governance
-0.325000691	0.47032579	Albania	0	Medium stability and governance
-0.219881495	0.435820005	Albania	0	Medium stability and governance
0.233806669	0.238000373	Albania	0	Medium stability and governance
0.211877155	0.24722219	Albania	0	Medium stability and governance
0.256033678	0.233039622	Albania	0	Medium stability and governance
0.292187926	0.237148151	Albania	0	Medium stability and governance
0.273501835	0.244322334	Albania	0	Medium stability and governance
0.120989966	0.309091029	Albania	0	Medium stability and governance
0.057154963	0.304094862	Albania	0	Medium stability and governance
0.156005009	0.236478878	Albania	0	Medium stability and governance
0.312798264	0.184702871	Albania	0	Medium stability and governance
0.451613168	0.114177446	Albania	0	Medium stability and governance
-1.979000869	-0.541547301	Algeria	1	Low stability and weak governance
-2.044841781	-0.547921812	Algeria	1	Low stability and weak governance
-2.119609248	-0.511888115	Algeria	1	Low stability and weak governance
-2.336090503	-0.483244121	Algeria	1	Low stability and weak governance
-2.33881339	-0.496250421	Algeria	1	Low stability and weak governance
-2.425280991	-0.430358091	Algeria	1	Low stability and weak governance
-2.360788135	-0.409260317	Algeria	1	Low stability and weak governance
-2.183299927	-0.482011834	Algeria	1	Low stability and weak governance
-2.271408906	-0.391670101	Algeria	1	Low stability and weak governance
-2.329774531	-0.37983224	Algeria	1	Low stability and weak governance
-2.335661664	-0.377870538	Algeria	1	Low stability and weak governance
-2.27846332	-0.442896417	Algeria	1	Low stability and weak governance
-2.251230333	-0.533261497	Algeria	1	Low stability and weak governance
-2.410062782	-0.487268834	Algeria	1	Low stability and weak governance
-2.302743556	-0.568743985	Algeria	1	Low stability and weak governance
-2.282270536	-0.498004716	Algeria	1	Low stability and weak governance
-2.038693205	-0.628465342	Algeria	1	Low stability and weak governance
-1.906306295	-0.651156776	Algeria	1	Low stability and weak governance
-3.079778158	-0.205029733	Angola	1	Low stability and weak governance
-3.004916084	-0.188668215	Angola	1	Low stability and weak governance
-2.809848345	-0.259147911	Angola	1	Low stability and weak governance
-2.744083023	-0.300222066	Angola	1	Low stability and weak governance
-2.740128001	-0.287926915	Angola	1	Low stability and weak governance
-2.860706025	-0.225381894	Angola	1	Low stability and weak governance
-2.725519626	-0.266930579	Angola	1	Low stability and weak governance
-2.890357361	-0.195899581	Angola	1	Low stability and weak governance
-2.709449419	-0.305511417	Angola	1	Low stability and weak governance
-2.802213805	-0.51002663	Angola	1	Low stability and weak governance
-2.824974021	-0.481811782	Angola	1	Low stability and weak governance
-2.863322162	-0.438031899	Angola	1	Low stability and weak governance
-2.496289725	-0.248520691	Angola	1	Low stability and weak governance
-2.454834346	-0.185586299	Angola	1	Low stability and weak governance
-2.527748228	-0.15740898	Angola	1	Low stability and weak governance
-2.400320215	-0.263445009	Angola	1	Low stability and weak governance
-2.27893391	-0.292190482	Angola	1	Low stability and weak governance
-2.208400522	-0.296965291	Angola	1	Low stability and weak governance
1.696916109	0.150752704	Antigua and Barbuda	0	Medium stability and governance
1.973455744	-0.032408323	Antigua and Barbuda	2	High stability and effective governance
2.154802606	-0.105685906	Antigua and Barbuda	2	High stability and effective governance
2.093090818	-0.279610595	Antigua and Barbuda	2	High stability and effective governance
2.135181795	-0.372896459	Antigua and Barbuda	2	High stability and effective governance
2.153771326	-0.369914507	Antigua and Barbuda	2	High stability and effective governance
2.290685171	-0.124947993	Antigua and Barbuda	2	High stability and effective governance
2.247464538	-0.116953839	Antigua and Barbuda	2	High stability and effective governance
1.380789263	0.351436254	Antigua and Barbuda	0	Medium stability and governance
1.722122623	0.169083621	Antigua and Barbuda	0	Medium stability and governance
1.685383896	0.216739833	Antigua and Barbuda	0	Medium stability and governance
1.335369838	0.418711881	Antigua and Barbuda	0	Medium stability and governance
1.403496348	0.372459252	Antigua and Barbuda	0	Medium stability and governance
1.540105269	0.421693566	Antigua and Barbuda	0	Medium stability and governance
1.546310192	0.443653795	Antigua and Barbuda	0	Medium stability and governance
1.423163035	0.482130162	Antigua and Barbuda	0	Medium stability and governance
1.46993783	0.440646204	Antigua and Barbuda	0	Medium stability and governance
1.774641647	0.27816792	Antigua and Barbuda	0	Medium stability and governance
0.319973757	0.772944629	Argentina	0	Medium stability and governance
0.338750252	0.792669701	Argentina	0	Medium stability and governance
0.11175438	0.852521751	Argentina	0	Medium stability and governance
-0.133310431	0.920962802	Argentina	0	Medium stability and governance
0.10468488	0.843641064	Argentina	0	Medium stability and governance
0.214302348	0.768575156	Argentina	0	Medium stability and governance
0.005068335	0.837636555	Argentina	0	Medium stability and governance
-0.046859653	0.852314091	Argentina	0	Medium stability and governance
-0.186181575	0.957742814	Argentina	0	Medium stability and governance
-0.042815424	0.945595914	Argentina	0	Medium stability and governance
0.613580647	0.677924488	Argentina	0	Medium stability and governance
0.6691957	0.698053196	Argentina	0	Medium stability and governance
0.689754886	0.698967614	Argentina	0	Medium stability and governance
0.430222456	0.847197403	Argentina	0	Medium stability and governance
0.334111256	0.915423277	Argentina	0	Medium stability and governance
0.120022019	1.050939246	Argentina	0	Medium stability and governance
0.097719839	1.006193352	Argentina	0	Medium stability and governance
0.208356756	0.965026536	Argentina	0	Medium stability and governance
-0.546711134	-0.623178023	Armenia	0	Medium stability and governance
-0.82148563	-0.524565076	Armenia	0	Medium stability and governance
-0.84366306	-0.817954129	Armenia	0	Medium stability and governance
-0.787978074	-0.890562626	Armenia	0	Medium stability and governance
-0.919437276	-0.782241811	Armenia	0	Medium stability and governance
-0.846701301	-0.704354724	Armenia	0	Medium stability and governance
-0.538750171	-0.560267203	Armenia	0	Medium stability and governance
-0.493682321	-0.615195064	Armenia	0	Medium stability and governance
-0.830954382	-0.391105829	Armenia	0	Medium stability and governance
-0.832119078	-0.359025905	Armenia	0	Medium stability and governance
-0.888953078	-0.348664108	Armenia	0	Medium stability and governance
-0.866659034	-0.353069613	Armenia	0	Medium stability and governance
-0.380330595	-0.070539646	Armenia	0	Medium stability and governance
-0.247771446	-0.011843577	Armenia	0	Medium stability and governance
-0.274080505	0.001648239	Armenia	0	Medium stability and governance
-0.377836427	0.039332298	Armenia	0	Medium stability and governance
-0.394290668	0.066811245	Armenia	0	Medium stability and governance
-0.336980794	0.022928224	Armenia	0	Medium stability and governance
4.654666656	-0.333462452	Australia	2	High stability and effective governance
4.706826049	-0.37779815	Australia	2	High stability and effective governance
4.728139233	-0.383315638	Australia	2	High stability and effective governance
4.660780188	-0.325766363	Australia	2	High stability and effective governance
4.645834893	-0.308570147	Australia	2	High stability and effective governance
4.690097133	-0.288815629	Australia	2	High stability and effective governance
4.645379635	-0.231998656	Australia	2	High stability and effective governance
4.635824081	-0.259638967	Australia	2	High stability and effective governance
4.691192054	-0.340611479	Australia	2	High stability and effective governance
4.553407939	-0.269421356	Australia	2	High stability and effective governance
4.626342337	-0.296101068	Australia	2	High stability and effective governance
4.547171915	-0.225776734	Australia	2	High stability and effective governance
4.63845307	-0.269416153	Australia	2	High stability and effective governance
4.587411181	-0.335803404	Australia	2	High stability and effective governance
4.484097885	-0.2588248	Australia	2	High stability and effective governance
4.468759842	-0.203028298	Australia	2	High stability and effective governance
4.514430966	-0.258880837	Australia	2	High stability and effective governance
4.617242724	-0.173428708	Australia	2	High stability and effective governance
4.792929833	-0.420428688	Austria	2	High stability and effective governance
4.849938004	-0.463734182	Austria	2	High stability and effective governance
4.707092275	-0.389313217	Austria	2	High stability and effective governance
4.495986215	-0.255698319	Austria	2	High stability and effective governance
4.538307647	-0.25469097	Austria	2	High stability and effective governance
4.381940307	-0.179221945	Austria	2	High stability and effective governance
4.438351184	-0.155134319	Austria	2	High stability and effective governance
4.472134435	-0.176017523	Austria	2	High stability and effective governance
4.432218112	-0.201123668	Austria	2	High stability and effective governance
4.337476895	-0.154447972	Austria	2	High stability and effective governance
4.219595132	-0.12431827	Austria	2	High stability and effective governance
4.298035634	-0.131719496	Austria	2	High stability and effective governance
4.347815647	-0.135714798	Austria	2	High stability and effective governance
4.316777384	-0.172582092	Austria	2	High stability and effective governance
4.32162034	-0.141951167	Austria	2	High stability and effective governance
4.152227164	-0.050026872	Austria	2	High stability and effective governance
4.022074212	0.043297289	Austria	2	High stability and effective governance
4.01429421	0.069644278	Austria	2	High stability and effective governance
-2.485452441	-0.514180291	Azerbaijan	1	Low stability and weak governance
-2.322721729	-0.556884235	Azerbaijan	1	Low stability and weak governance
-2.193069364	-0.690176875	Azerbaijan	1	Low stability and weak governance
-2.169752483	-0.661852822	Azerbaijan	1	Low stability and weak governance
-2.274680731	-0.634797796	Azerbaijan	1	Low stability and weak governance
-2.327921071	-0.600259117	Azerbaijan	1	Low stability and weak governance
-2.367385562	-0.581688008	Azerbaijan	1	Low stability and weak governance
-2.093650983	-1.055537252	Azerbaijan	1	Low stability and weak governance
-2.055760095	-1.121836776	Azerbaijan	1	Low stability and weak governance
-2.222913165	-1.323377265	Azerbaijan	1	Low stability and weak governance
-2.107809174	-1.401135668	Azerbaijan	1	Low stability and weak governance
-2.120158454	-1.392278945	Azerbaijan	1	Low stability and weak governance
-2.023032288	-1.399096069	Azerbaijan	1	Low stability and weak governance
-1.957397983	-1.440043085	Azerbaijan	1	Low stability and weak governance
-2.17148166	-1.328539769	Azerbaijan	1	Low stability and weak governance
-1.934789089	-1.681965235	Azerbaijan	1	Low stability and weak governance
-2.091637585	-1.505313119	Azerbaijan	1	Low stability and weak governance
-2.035806577	-1.508343137	Azerbaijan	1	Low stability and weak governance
-0.082108964	-1.294817367	Bahrain	0	Medium stability and governance
0.3000922	-1.430871159	Bahrain	0	Medium stability and governance
0.276664229	-1.431325417	Bahrain	0	Medium stability and governance
0.249011436	-1.59342163	Bahrain	0	Medium stability and governance
0.023832946	-1.596142272	Bahrain	0	Medium stability and governance
-0.318304734	-1.82417471	Bahrain	0	Medium stability and governance
-0.448649246	-1.846286563	Bahrain	0	Medium stability and governance
-0.502100372	-1.828012002	Bahrain	0	Medium stability and governance
-0.443287874	-2.067120479	Bahrain	0	Medium stability and governance
-0.539443481	-1.993868445	Bahrain	0	Medium stability and governance
-0.65299585	-1.977199947	Bahrain	0	Medium stability and governance
-0.914553368	-1.852501609	Bahrain	0	Medium stability and governance
-0.896255286	-1.885250674	Bahrain	0	Medium stability and governance
-0.658045907	-2.031497681	Bahrain	0	Medium stability and governance
-0.578009098	-2.086931363	Bahrain	0	Medium stability and governance
-0.332914099	-2.268490753	Bahrain	0	Medium stability and governance
-0.211479749	-2.258594041	Bahrain	0	Medium stability and governance
-0.091974124	-2.284113867	Bahrain	0	Medium stability and governance
-2.682377336	0.848435772	Bangladesh	1	Low stability and weak governance
-2.581784288	0.460135643	Bangladesh	1	Low stability and weak governance
-2.466466534	0.718125578	Bangladesh	1	Low stability and weak governance
-2.337632913	1.001603497	Bangladesh	1	Low stability and weak governance
-2.232444829	0.958614072	Bangladesh	1	Low stability and weak governance
-2.197638394	0.914694459	Bangladesh	1	Low stability and weak governance
-2.242685882	0.851255321	Bangladesh	1	Low stability and weak governance
-2.31279707	0.894991314	Bangladesh	1	Low stability and weak governance
-2.122836791	0.502645205	Bangladesh	1	Low stability and weak governance
-2.194426814	0.518664112	Bangladesh	1	Low stability and weak governance
-2.141889873	0.448998051	Bangladesh	1	Low stability and weak governance
-2.142432935	0.42857077	Bangladesh	1	Low stability and weak governance
-2.300442512	-0.031209344	Bangladesh	1	Low stability and weak governance
-2.300116981	-0.033091193	Bangladesh	1	Low stability and weak governance
-2.23895376	-0.078797999	Bangladesh	1	Low stability and weak governance
-2.22261718	-0.092472535	Bangladesh	1	Low stability and weak governance
-2.305429108	-0.02703007	Bangladesh	1	Low stability and weak governance
-2.214008852	-0.080163171	Bangladesh	1	Low stability and weak governance
2.821536845	0.266107031	Barbados	2	High stability and effective governance
3.291086885	0.061446759	Barbados	2	High stability and effective governance
3.28572674	-0.031798077	Barbados	2	High stability and effective governance
3.116766277	0.171267296	Barbados	2	High stability and effective governance
3.155999248	0.152738863	Barbados	2	High stability and effective governance
3.387359855	0.012294992	Barbados	2	High stability and effective governance
3.28630372	0.066307381	Barbados	2	High stability and effective governance
3.260910753	0.094627464	Barbados	2	High stability and effective governance
2.997344874	0.262536181	Barbados	2	High stability and effective governance
3.09978653	0.196283273	Barbados	2	High stability and effective governance
2.834492336	0.32966845	Barbados	2	High stability and effective governance
2.752383026	0.403320211	Barbados	2	High stability and effective governance
2.514211204	0.557695583	Barbados	2	High stability and effective governance
2.501134139	0.543599244	Barbados	2	High stability and effective governance
2.538079845	0.558455129	Barbados	2	High stability and effective governance
2.60293851	0.523998467	Barbados	2	High stability and effective governance
2.612467661	0.523370279	Barbados	2	High stability and effective governance
2.674390639	0.516393715	Barbados	2	High stability and effective governance
-2.95338433	-1.191902773	Belarus	1	Low stability and weak governance
-2.757553678	-1.246183944	Belarus	1	Low stability and weak governance
-2.533463842	-1.265619172	Belarus	1	Low stability and weak governance
-2.465571398	-1.250891366	Belarus	1	Low stability and weak governance
-2.67868864	-1.128355905	Belarus	1	Low stability and weak governance
-2.758633184	-1.1779259	Belarus	1	Low stability and weak governance
-2.384854291	-1.315014953	Belarus	1	Low stability and weak governance
-2.35767361	-1.31289271	Belarus	1	Low stability and weak governance
-1.94681569	-1.49071596	Belarus	1	Low stability and weak governance
-2.067110081	-1.446414074	Belarus	1	Low stability and weak governance
-1.893186611	-1.435878845	Belarus	1	Low stability and weak governance
-1.769513767	-1.275510152	Belarus	1	Low stability and weak governance
-1.610615625	-1.595791695	Belarus	1	Low stability and weak governance
-1.424360653	-1.726916876	Belarus	1	Low stability and weak governance
-2.289203355	-1.235587262	Belarus	1	Low stability and weak governance
-2.500071448	-1.456208341	Belarus	1	Low stability and weak governance
-2.866214784	-1.318742755	Belarus	1	Low stability and weak governance
-2.998297402	-1.276467969	Belarus	1	Low stability and weak governance
4.04902025	-0.047666658	Belgium	2	High stability and effective governance
4.028788665	-0.006074643	Belgium	2	High stability and effective governance
3.838102684	0.079121765	Belgium	2	High stability and effective governance
3.934805715	0.00678993	Belgium	2	High stability and effective governance
4.003828375	-0.026460735	Belgium	2	High stability and effective governance
4.044685084	-0.092588133	Belgium	2	High stability and effective governance
4.045530448	-0.072594138	Belgium	2	High stability and effective governance
4.152617928	-0.106265683	Belgium	2	High stability and effective governance
3.929488771	0.015502425	Belgium	2	High stability and effective governance
3.914166719	0.056474717	Belgium	2	High stability and effective governance
3.84622639	0.101409336	Belgium	2	High stability and effective governance
3.63377374	0.190094748	Belgium	2	High stability and effective governance
3.658590443	0.175474617	Belgium	2	High stability and effective governance
3.661567955	0.166395621	Belgium	2	High stability and effective governance
3.704125591	0.131229435	Belgium	2	High stability and effective governance
3.683924946	0.125453155	Belgium	2	High stability and effective governance
3.708913896	0.112688843	Belgium	2	High stability and effective governance
3.481071074	0.272110616	Belgium	2	High stability and effective governance
0.946725708	0.821182212	Belize	0	Medium stability and governance
0.313954372	1.08610252	Belize	0	Medium stability and governance
0.282373602	1.194596291	Belize	0	Medium stability and governance
0.327464347	1.231576443	Belize	0	Medium stability and governance
0.35535046	1.17557632	Belize	0	Medium stability and governance
0.219094405	1.262989243	Belize	0	Medium stability and governance
0.358797241	1.163978181	Belize	0	Medium stability and governance
0.379000106	1.160508242	Belize	0	Medium stability and governance
-0.089841173	1.300718172	Belize	0	Medium stability and governance
-0.086905442	1.357471111	Belize	0	Medium stability and governance
-0.186597105	1.397222665	Belize	0	Medium stability and governance
-0.251830194	1.432961185	Belize	0	Medium stability and governance
-0.213078738	1.290642593	Belize	0	Medium stability and governance
-0.204863664	1.132681329	Belize	0	Medium stability and governance
0.105896701	1.195695865	Belize	0	Medium stability and governance
0.007167539	1.276496099	Belize	0	Medium stability and governance
0.266387394	1.114275722	Belize	0	Medium stability and governance
0.341722561	1.082510302	Belize	0	Medium stability and governance
-0.188070957	1.027343636	Benin	0	Medium stability and governance
-0.191637129	1.017294055	Benin	0	Medium stability and governance
-0.237130997	1.016230665	Benin	0	Medium stability and governance
-0.335726085	1.089523708	Benin	0	Medium stability and governance
-0.445826117	1.129875039	Benin	0	Medium stability and governance
-0.474715915	1.019835741	Benin	0	Medium stability and governance
-0.502911722	1.015869474	Benin	0	Medium stability and governance
-0.460510545	1.010933908	Benin	0	Medium stability and governance
-0.536899651	1.113825297	Benin	0	Medium stability and governance
-0.614953606	1.186235423	Benin	0	Medium stability and governance
-0.550823311	1.235109877	Benin	0	Medium stability and governance
-0.556720288	1.2321112	Benin	0	Medium stability and governance
-0.518036349	1.115668791	Benin	0	Medium stability and governance
-0.761371444	0.650876895	Benin	0	Medium stability and governance
-0.672779565	0.469721061	Benin	0	Medium stability and governance
-0.844635203	0.004450909	Benin	0	Medium stability and governance
-0.754015251	-0.120333528	Benin	0	Medium stability and governance
-0.591092856	0.109092831	Benin	0	Medium stability and governance
-0.202802601	-1.771118724	Bhutan	0	Medium stability and governance
-0.271755916	-1.601235792	Bhutan	0	Medium stability and governance
0.081782036	-1.071615067	Bhutan	0	Medium stability and governance
-0.008252662	-1.042250408	Bhutan	0	Medium stability and governance
-0.038954841	-1.005600545	Bhutan	0	Medium stability and governance
0.050104052	-1.042226163	Bhutan	0	Medium stability and governance
0.138472969	-0.978808165	Bhutan	0	Medium stability and governance
0.3256021	-0.530314372	Bhutan	0	Medium stability and governance
0.623596634	-0.652414069	Bhutan	0	Medium stability and governance
0.722932124	-0.613758636	Bhutan	0	Medium stability and governance
0.869039027	-0.692020055	Bhutan	0	Medium stability and governance
1.259667218	-0.85980989	Bhutan	0	Medium stability and governance
1.164242589	-0.769266222	Bhutan	0	Medium stability and governance
1.20707092	-0.759298126	Bhutan	0	Medium stability and governance
1.380717107	-0.570073868	Bhutan	0	Medium stability and governance
1.352216308	-0.749864714	Bhutan	0	Medium stability and governance
1.404301009	-0.813472371	Bhutan	0	Medium stability and governance
1.507247365	-0.615533891	Bhutan	0	Medium stability and governance
-1.395844984	0.970138026	Bolivia	0	Medium stability and governance
-1.372171985	0.9118371	Bolivia	0	Medium stability and governance
-1.437536985	0.931491641	Bolivia	0	Medium stability and governance
-1.479126201	0.951124747	Bolivia	0	Medium stability and governance
-1.279712721	0.802935074	Bolivia	0	Medium stability and governance
-1.260716324	0.781031038	Bolivia	0	Medium stability and governance
-1.322435982	0.798302439	Bolivia	0	Medium stability and governance
-1.202047987	0.742267117	Bolivia	0	Medium stability and governance
-1.290686477	0.831401299	Bolivia	0	Medium stability and governance
-1.366826778	0.895451695	Bolivia	0	Medium stability and governance
-1.436461086	0.894253443	Bolivia	0	Medium stability and governance
-1.307373408	0.821745385	Bolivia	0	Medium stability and governance
-1.261116572	0.767145574	Bolivia	0	Medium stability and governance
-1.605487892	0.95640863	Bolivia	1	Low stability and weak governance
-1.545815666	0.934885652	Bolivia	1	Low stability and weak governance
-1.552086815	0.904992338	Bolivia	1	Low stability and weak governance
-1.517519571	0.806211425	Bolivia	1	Low stability and weak governance
-1.511998998	0.765197809	Bolivia	1	Low stability and weak governance
-0.930257537	0.821721006	Bosnia and Herzegovina	0	Medium stability and governance
-1.077637205	0.68330705	Bosnia and Herzegovina	0	Medium stability and governance
-0.917300749	0.50148611	Bosnia and Herzegovina	0	Medium stability and governance
-0.961952806	0.536106228	Bosnia and Herzegovina	0	Medium stability and governance
-0.998663912	0.489378681	Bosnia and Herzegovina	0	Medium stability and governance
-0.997473309	0.441900856	Bosnia and Herzegovina	0	Medium stability and governance
-0.581586717	0.466503167	Bosnia and Herzegovina	0	Medium stability and governance
-0.468677086	0.388446245	Bosnia and Herzegovina	0	Medium stability and governance
-0.4111931	0.174883949	Bosnia and Herzegovina	0	Medium stability and governance
-0.781674258	0.356203231	Bosnia and Herzegovina	0	Medium stability and governance
-0.751445893	0.093977278	Bosnia and Herzegovina	0	Medium stability and governance
-0.757375499	0.058112622	Bosnia and Herzegovina	0	Medium stability and governance
-0.88545856	0.093927165	Bosnia and Herzegovina	0	Medium stability and governance
-0.911552462	0.126102957	Bosnia and Herzegovina	0	Medium stability and governance
-1.122429963	0.200333413	Bosnia and Herzegovina	0	Medium stability and governance
-1.157913545	0.219027016	Bosnia and Herzegovina	0	Medium stability and governance
-1.175869674	0.227799775	Bosnia and Herzegovina	0	Medium stability and governance
-1.137255473	-0.022237139	Bosnia and Herzegovina	0	Medium stability and governance
1.842097861	0.02206956	Botswana	2	High stability and effective governance
1.945116289	-0.044880144	Botswana	2	High stability and effective governance
1.979649237	-0.056462863	Botswana	2	High stability and effective governance
1.700125457	-0.182213079	Botswana	0	Medium stability and governance
1.734093982	-0.191120791	Botswana	0	Medium stability and governance
1.757686742	-0.226312347	Botswana	0	Medium stability and governance
1.854319642	-0.181823505	Botswana	2	High stability and effective governance
1.795336522	-0.182201105	Botswana	2	High stability and effective governance
1.745492176	-0.163840996	Botswana	0	Medium stability and governance
1.724295625	-0.178631667	Botswana	0	Medium stability and governance
1.751893127	-0.220451955	Botswana	0	Medium stability and governance
1.594157912	-0.141302081	Botswana	0	Medium stability and governance
1.60700807	-0.081441329	Botswana	0	Medium stability and governance
1.712541478	-0.128151243	Botswana	0	Medium stability and governance
1.602483381	-0.050359372	Botswana	0	Medium stability and governance
1.733900013	-0.152144075	Botswana	0	Medium stability and governance
1.809256479	-0.201618835	Botswana	2	High stability and effective governance
1.760579492	-0.145936595	Botswana	0	Medium stability and governance
0.133502469	0.989081101	Brazil	0	Medium stability and governance
0.121367838	1.011549959	Brazil	0	Medium stability and governance
0.306593974	0.931618367	Brazil	0	Medium stability and governance
0.502083898	0.79167906	Brazil	0	Medium stability and governance
0.663076755	0.751086213	Brazil	0	Medium stability and governance
0.643162264	0.723963255	Brazil	0	Medium stability and governance
0.553142829	0.744788906	Brazil	0	Medium stability and governance
0.429693795	0.7700201	Brazil	0	Medium stability and governance
0.361490849	0.845436315	Brazil	0	Medium stability and governance
0.069456579	0.987631139	Brazil	0	Medium stability and governance
0.00800295	1.010074057	Brazil	0	Medium stability and governance
-0.156691533	1.108452014	Brazil	0	Medium stability and governance
-0.289225722	1.117649393	Brazil	0	Medium stability and governance
-0.23023617	1.022423006	Brazil	0	Medium stability and governance
-0.330865154	0.855622755	Brazil	0	Medium stability and governance
-0.440252365	0.88783121	Brazil	0	Medium stability and governance
-0.49298395	0.896944539	Brazil	0	Medium stability and governance
-0.460452257	0.984403479	Brazil	0	Medium stability and governance
0.973241969	0.85890175	Bulgaria	0	Medium stability and governance
1.016194713	0.933890032	Bulgaria	0	Medium stability and governance
0.898316921	0.706281408	Bulgaria	0	Medium stability and governance
0.964470594	0.630559251	Bulgaria	0	Medium stability and governance
0.880410985	0.662008247	Bulgaria	0	Medium stability and governance
0.784330475	0.645049035	Bulgaria	0	Medium stability and governance
0.866004459	0.567065308	Bulgaria	0	Medium stability and governance
0.752271691	0.583586696	Bulgaria	0	Medium stability and governance
0.747667051	0.620717632	Bulgaria	0	Medium stability and governance
0.720547322	0.678575875	Bulgaria	0	Medium stability and governance
0.878297765	0.574165756	Bulgaria	0	Medium stability and governance
0.998469761	0.51869479	Bulgaria	0	Medium stability and governance
1.047549884	0.438048644	Bulgaria	0	Medium stability and governance
1.126550582	0.375976914	Bulgaria	0	Medium stability and governance
0.79926159	0.510114323	Bulgaria	0	Medium stability and governance
0.808572549	0.512569979	Bulgaria	0	Medium stability and governance
0.733323982	0.546881275	Bulgaria	0	Medium stability and governance
0.973750862	0.480521257	Bulgaria	0	Medium stability and governance
-1.098079117	0.074583147	Burkina Faso	0	Medium stability and governance
-0.980013078	0.042533991	Burkina Faso	0	Medium stability and governance
-0.897142421	0.009853921	Burkina Faso	0	Medium stability and governance
-0.911406218	0.029750734	Burkina Faso	0	Medium stability and governance
-0.960447766	0.07942516	Burkina Faso	0	Medium stability and governance
-1.159175328	0.174413254	Burkina Faso	0	Medium stability and governance
-1.221945611	0.206730173	Burkina Faso	0	Medium stability and governance
-1.406471343	0.339730238	Burkina Faso	0	Medium stability and governance
-1.526716441	0.088312085	Burkina Faso	1	Low stability and weak governance
-1.21622393	0.534076998	Burkina Faso	0	Medium stability and governance
-1.179867629	0.604120682	Burkina Faso	0	Medium stability and governance
-1.148539106	0.624883504	Burkina Faso	0	Medium stability and governance
-1.208598285	0.573142906	Burkina Faso	0	Medium stability and governance
-1.485497648	0.408457726	Burkina Faso	1	Low stability and weak governance
-1.559636146	0.447653241	Burkina Faso	1	Low stability and weak governance
-1.594074579	0.523477878	Burkina Faso	1	Low stability and weak governance
-2.258840018	-0.211359558	Burkina Faso	1	Low stability and weak governance
-2.552093744	-0.37722645	Burkina Faso	1	Low stability and weak governance
-2.91552849	0.527375277	Burundi	1	Low stability and weak governance
-3.008721739	0.596044035	Burundi	1	Low stability and weak governance
-2.984722325	0.596417852	Burundi	1	Low stability and weak governance
-2.884172998	0.534044608	Burundi	1	Low stability and weak governance
-3.240139197	0.325043461	Burundi	1	Low stability and weak governance
-3.272300947	0.363352966	Burundi	1	Low stability and weak governance
-3.33171512	0.455653324	Burundi	1	Low stability and weak governance
-3.096509302	0.265596754	Burundi	1	Low stability and weak governance
-2.865251034	-0.14087354	Burundi	1	Low stability and weak governance
-3.685434576	-0.298456338	Burundi	1	Low stability and weak governance
-4.066053252	-0.309657474	Burundi	1	Low stability and weak governance
-4.000093809	-0.363614838	Burundi	1	Low stability and weak governance
-4.048475238	-0.41502368	Burundi	1	Low stability and weak governance
-4.049891695	-0.457912547	Burundi	1	Low stability and weak governance
-3.924297241	-0.384400949	Burundi	1	Low stability and weak governance
-3.765557154	-0.370439281	Burundi	1	Low stability and weak governance
-3.613308206	-0.446996742	Burundi	1	Low stability and weak governance
-3.572021599	-0.451455733	Burundi	1	Low stability and weak governance
-2.611370128	-0.198510399	Cambodia	1	Low stability and weak governance
-2.343667436	-0.322004974	Cambodia	1	Low stability and weak governance
-2.394013076	-0.315480709	Cambodia	1	Low stability and weak governance
-2.456648932	-0.244978611	Cambodia	1	Low stability and weak governance
-2.483689561	-0.240402639	Cambodia	1	Low stability and weak governance
-2.381887876	-0.303359302	Cambodia	1	Low stability and weak governance
-2.130848976	-0.465022475	Cambodia	1	Low stability and weak governance
-2.177078405	-0.447667155	Cambodia	1	Low stability and weak governance
-2.132459847	-0.590731513	Cambodia	1	Low stability and weak governance
-2.189733667	-0.579018131	Cambodia	1	Low stability and weak governance
-2.187183444	-0.557117394	Cambodia	1	Low stability and weak governance
